DATE,CPD_ID,SERIES_ID,SMILES,pIC50
2007-06-06,CPD_195,Indole,Cc1ccc(F)cc1Oc1c(C(=O)N2CCNCC2)c2ccccc2n1C1C=CCCC1,8.154901959985743
2007-06-12,CPD_196,Indole,O=C(c1c(Oc2ccccc2)n(-c2ccccc2)c2ccccc12)N1CCC(O)CC1,4.0
2007-06-13,CPD_197,Indole,O=C(c1c(Cc2cccc(F)c2F)n(-c2ccccc2)c2cccnc12)N1CCNCC1,5.835647144215562
2007-06-13,CPD_198,Indole,Cc1c(F)cccc1Cc1c(C(=O)N2CCNCC2)c2ccc(OCCO)cc2n1-c1ccccc1,7.508638306165727
2007-06-14,CPD_199,Indole,O=C(c1c(Cc2c(Cl)cccc2Cl)n(-c2ccccc2)c2cccnc12)N1CCNCC1,7.853871964321761
2007-06-14,CPD_200,Indole,O=C(c1c(CCc2ccccc2)n(-c2ccccc2)c2cccnc12)N1CCNCC1,5.501689446210399
2007-06-14,CPD_201,Indole,Cc1c(F)cccc1Cc1c(C(=O)N2CCNCC2)c2cnc(O)cc2n1-c1ccccc1,7.05551732784983
2007-06-14,CPD_202,Indole,O=C(c1c(Cc2cc(F)ccc2F)n(-c2ccccc2)c2cccnc12)N1CCNCC1,7.823908740944318
2007-06-25,CPD_203,Indole,Cc1ccc(F)cc1Oc1c(C(=O)N2CCNCC2)c2ccnc(Cl)c2n1-c1ccccc1,6.497572880015566
2007-06-25,CPD_204,Indole,Cc1cccc(C)c1Oc1c(C(=O)N2CCNCC2)c2ccnc(Cl)c2n1-c1ccccc1,6.286509456906057
2007-06-25,CPD_205,Indole,Cc1c(F)cccc1Cc1c(C(=O)N2CCNCC2)c2ccccc2n1C1CCCCC1,7.468521082957744
2007-06-26,CPD_206,Indole,CC(c1ccccc1)c1c(C(=O)N2CCNCC2)c2ncccc2n1-c1ccccc1,5.991399828238082
2007-06-26,CPD_207,Indole,Cc1ccc(F)cc1Oc1c(C(=O)N2CCNCC2)c2ccc(C#N)cc2n1-c1ccccc1,7.30102999566398
2007-06-26,CPD_208,Indole,Cc1ccc(F)cc1Oc1c(C(=O)N2CCNCC2)c2cc(C#N)ccc2n1-c1ccccc1,6.514278573518419
2007-06-26,CPD_209,Indole,O=C(c1c(CC2CCCCC2)n(-c2ccccc2)c2cccnc12)N1CCNCC1,5.0
2007-06-28,CPD_210,Indole,N[C@@H]1CN(C(=O)c2c(Oc3ccccc3)n(-c3ccccc3)c3ccccc23)C[C@H]1O,5.0
2007-07-02,CPD_211,Indole,CCc1nccc2c(C(=O)N3CCNCC3)c(Oc3cc(F)ccc3C)n(-c3ccccc3)c12,6.373659632624957
